location,area_sqft,resale,no_of_bedrooms,nearby_school_1km,nearby_hospital_1km,nearby_mall_1km,nearby_gym_1km,swimmingpool,rainwaterharvesting,sportsfacility,powerbackup,carparking,childrens_playarea,liftavailable,price
nanmangalam,744,0,2,0,0,0,0,0,0,0,1,0,0,1,3943000.0
nanmangalam,915,0,2,0,0,0,0,0,0,0,0,0,0,0,4391000.0
nanmangalam,915,0,2,0,0,0,0,0,0,0,1,0,0,1,4391000.0
t nagar,1055,1,2,0,0,0,0,0,0,0,0,1,0,0,16500000.0
nanmangalam,672,0,2,0,0,0,0,0,0,0,0,0,0,0,3027000.0
manikandan nagar,791,0,2,0,0,0,0,0,0,0,1,0,0,1,4950000.0
kovilambakkam,766,0,2,0,0,0,0,0,0,0,0,0,0,1,4276000.0
manikandan nagar,1058,0,3,0,0,0,0,0,0,0,0,0,0,1,5819000.0
manikandan nagar,1209,0,2,0,0,0,0,0,0,0,1,0,0,1,6648999.0
manikandan nagar,689,0,2,0,0,0,0,0,0,0,1,0,0,1,3838000.0
nanmangalam,832,0,2,0,0,0,0,0,0,0,1,0,0,1,3494000.0
nanmangalam,856,0,2,0,0,0,0,0,0,0,1,0,0,1,4108000.0
nanmangalam,875,0,2,0,0,0,0,0,0,0,0,0,0,0,3936999.0
nanmangalam,1177,0,3,0,0,0,0,0,0,0,0,0,0,0,5649000.0
nanmangalam,870,0,2,0,0,0,0,0,0,0,0,0,0,1,4088000.0
nanmangalam,811,0,2,0,0,0,0,0,0,0,0,0,0,1,3653000.0
nanmangalam,742,0,2,0,0,0,0,0,0,0,0,0,0,1,3784000.0
nanmangalam,745,0,2,0,0,0,0,0,0,0,0,0,0,0,3464000.0
kilkattalai,821,0,2,0,0,0,0,0,0,0,0,0,0,1,4805000.0
kilkattalai,1166,0,3,0,0,0,0,0,0,0,1,0,0,1,6995999.0
kilkattalai,1166,0,3,0,0,0,0,0,0,0,0,0,0,0,6995999.0
kilkattalai,994,0,2,0,0,0,0,0,0,0,1,0,0,1,5964000.0
kilkattalai,884,0,2,0,0,0,0,0,0,0,1,0,0,1,5462000.0
kilkattalai,920,0,2,0,0,0,0,0,0,0,0,0,0,0,5108000.0
kanathur reddikuppam,1816,1,3,0,0,0,1,1,0,1,1,1,0,1,8000000.0
medavakkam,854,0,2,0,0,0,0,0,0,0,1,0,0,1,3971000.0
medavakkam,1262,0,3,0,0,0,0,0,0,0,1,0,0,1,5868000.0
medavakkam,979,0,2,0,0,0,0,0,0,0,0,0,0,0,5580000.0
medavakkam,894,0,2,0,0,0,0,0,0,0,1,0,0,0,4206000.0
medavakkam,692,0,2,0,0,0,0,0,0,0,1,0,0,0,3814000.0
medavakkam,994,0,2,0,0,0,0,0,0,0,0,0,0,0,4473000.0
medavakkam,994,0,2,0,0,0,0,0,0,0,1,0,0,0,4473000.0
medavakkam,765,0,2,0,0,0,0,0,0,0,1,0,0,1,4295000.0
medavakkam,865,0,2,0,0,0,0,0,0,0,1,0,0,1,4152000.0
medavakkam,843,0,2,0,0,0,0,0,0,0,1,0,0,1,4046000.0
medavakkam,932,0,2,0,0,0,0,0,0,0,1,0,0,1,4660000.0
poonamallee,1354,0,2,0,0,0,1,1,0,0,1,0,1,1,7903000.0
maraimalai nagar,670,0,2,0,0,0,0,0,0,0,1,0,0,1,2650000.0
nanmangalam,617,0,2,0,0,0,0,0,0,0,1,0,0,0,3390999.0
nanmangalam,700,0,2,0,0,0,0,0,0,0,1,0,0,0,3360000.0
kolapakkam,634,0,2,0,0,0,0,0,0,0,0,0,0,0,2915000.0
porur,618,0,1,0,0,0,1,1,0,1,1,0,1,1,3089000.0
porur,1165,0,2,0,0,0,1,1,0,1,1,0,1,1,5823000.0
porur,1066,0,2,0,0,0,1,1,0,1,1,0,1,1,5328000.0
porur,1369,0,3,0,0,0,1,1,0,1,1,0,1,1,6843000.0
kovur,913,0,2,0,0,0,1,1,1,1,1,1,1,1,4564000.0
porur,934,0,2,0,0,0,1,1,0,1,1,0,1,1,4669000.0
iyyappanthangal,1415,0,3,0,0,0,1,0,0,0,1,0,1,1,6083000.0
perumbakkam,1107,0,2,1,1,1,1,1,1,0,1,1,1,1,4758000.0
perumbakkam,1546,0,3,1,1,1,1,1,1,0,1,1,1,1,6645999.0
perumbakkam,1355,0,3,1,1,1,1,1,1,0,1,1,1,1,5825000.0
navallur,1504,0,3,0,0,0,1,1,1,1,1,1,1,1,8400000.0
navallur,1058,0,2,0,0,0,1,1,1,1,1,1,1,1,6312000.0
singaperumal koil,624,0,1,0,0,0,1,1,1,0,1,1,1,1,2246000.0
kattankulathur,845,0,2,0,0,0,0,0,0,0,0,0,0,0,3461000.0
kolapakkam,1010,0,2,0,0,0,0,0,0,0,0,0,0,1,4505000.0
navallur,2021,0,4,0,0,0,1,1,1,1,1,1,1,1,11500000.0
navallur,1650,0,3,0,0,0,1,1,1,1,1,1,1,1,9510000.0
navallur,1158,0,2,0,0,0,1,1,1,1,1,1,1,1,6611000.0
navallur,1699,0,3,0,0,0,1,1,1,1,1,1,1,1,10300000.0
singaperumal koil,581,0,1,0,0,0,1,1,1,0,1,1,1,1,2091000.0
annamalai colony,1090,0,2,0,0,0,0,0,0,0,0,0,0,0,7630000.0
annamalai colony,1110,0,2,0,0,0,0,0,0,0,0,0,0,0,7770000.0
kelambakkam,1367,0,2,1,1,0,1,1,1,1,1,1,1,1,6237000.0
kelambakkam,1337,0,2,1,1,0,1,1,1,1,1,1,1,1,6100000.0
poonamallee,1321,0,2,0,0,0,1,0,0,0,1,0,1,1,7709999.0
maraimalai nagar,625,0,2,0,0,0,0,0,0,0,1,0,0,1,2000000.0
alwarpet,2348,0,3,0,0,0,1,1,0,0,1,0,0,0,51600000.0
alwarpet,2800,0,4,0,0,0,1,1,0,0,1,0,0,0,61600000.0
alwarpet,2476,0,3,0,0,0,1,1,0,0,1,0,0,0,54400000.0
alwarpet,2781,0,4,0,0,0,1,1,0,0,1,0,0,0,61100000.0
alwarpet,2713,0,4,0,0,0,1,1,0,0,1,0,0,0,59600000.0
alwarpet,2400,0,3,0,0,0,1,1,0,0,1,0,0,0,52800000.0
kelambakkam,1241,0,3,0,0,0,1,0,1,0,0,0,0,0,5014000.0
kelambakkam,1002,0,2,0,0,0,1,0,1,0,0,0,0,0,4109000.0
kelambakkam,1000,0,2,0,0,0,1,0,1,0,0,0,0,0,4102000.0
kelambakkam,1243,0,3,0,0,0,1,0,1,0,0,0,0,0,5021000.0
kelambakkam,1176,0,3,0,0,0,1,0,1,0,0,0,0,0,4768000.0
kelambakkam,1184,0,3,0,0,0,1,0,1,0,0,0,0,0,4798000.0
kelambakkam,1181,0,3,0,0,0,1,0,1,0,0,0,0,0,4787000.0
kelambakkam,1186,0,3,0,0,0,1,0,1,0,0,0,0,0,4806000.0
kelambakkam,1048,0,2,0,0,0,1,0,1,0,0,0,0,0,4283000.0
kelambakkam,1062,0,2,0,0,0,1,0,1,0,0,0,0,0,4336000.0
ullagaram,962,0,2,0,0,0,0,0,0,0,0,0,0,1,4521000.0
karapakkam,1307,0,3,0,0,0,1,1,1,1,1,1,1,0,8227000.0
karapakkam,1314,0,3,0,0,0,1,1,1,1,1,1,1,0,8270999.0
karapakkam,1027,0,2,0,0,0,1,1,1,1,1,1,1,0,6567000.0
karapakkam,1358,0,3,0,0,0,1,1,1,1,1,1,1,0,8548000.0
karapakkam,1024,0,2,0,0,0,1,1,1,1,1,1,1,0,6548000.0
karapakkam,2686,0,4,0,0,0,1,1,1,1,1,1,1,0,16900000.0
karapakkam,1561,0,3,0,0,0,1,1,1,1,1,1,1,0,9826000.0
karapakkam,1296,0,3,0,0,0,1,1,1,1,1,1,1,0,8158000.0
karapakkam,1566,0,3,0,0,0,1,1,1,1,1,1,1,0,9857000.0
karapakkam,1829,0,3,0,0,0,1,1,1,1,1,1,1,0,11500000.0
karapakkam,1564,0,3,0,0,0,1,1,1,1,1,1,1,0,9845000.0
karapakkam,2640,0,4,0,0,0,1,1,1,1,1,1,1,0,16600000.0
ullagaram,868,0,2,0,0,0,0,0,0,0,0,0,0,0,3992000.0
thoraipakkam,2275,0,4,0,0,0,1,1,1,0,1,1,1,1,23400000.0
thoraipakkam,1701,0,3,0,0,0,1,1,1,0,1,1,1,1,17900000.0
thoraipakkam,2022,0,3,0,0,0,1,1,1,0,1,1,1,1,20900000.0
thoraipakkam,708,0,2,0,0,0,1,1,1,0,1,1,1,1,6200000.0
thoraipakkam,1720,0,3,0,0,0,1,1,1,0,1,1,1,1,18100000.0
thoraipakkam,734,0,2,0,0,0,1,1,1,0,1,1,1,1,6400000.0
thoraipakkam,1576,0,2,0,0,0,1,1,1,0,1,1,1,1,16100000.0
thoraipakkam,1636,0,2,0,0,0,1,1,1,0,1,1,1,1,16700000.0
thoraipakkam,1296,0,2,0,0,0,1,1,1,0,1,1,1,1,13400000.0
royapettah,600,0,1,0,0,0,1,0,0,0,1,0,1,1,12600000.0
guduvancheri,780,0,2,0,0,0,0,0,0,0,0,0,0,0,2496000.0
guduvancheri,838,0,2,0,0,0,0,0,0,0,0,0,0,0,3300000.0
porur,870,0,2,0,0,0,0,0,0,0,0,0,0,0,4872000.0
thiruvanmiyur,1986,0,3,0,0,0,1,0,0,0,0,0,0,0,22799999.0
thiruvanmiyur,1986,0,3,0,0,0,1,0,0,0,1,0,1,1,22799999.0
thiruvanmiyur,1975,0,3,0,0,0,1,0,0,0,0,0,0,0,22700000.0
thiruvanmiyur,1975,0,3,0,0,0,1,0,0,0,1,0,1,1,22700000.0
ullagaram,890,0,2,0,0,0,0,0,0,0,0,0,0,0,4004999.0
nanmangalam,809,0,2,0,0,0,0,0,0,0,0,0,0,0,4125000.0
nanmangalam,760,0,2,0,0,0,0,0,0,0,0,0,0,0,3420000.0
nanmangalam,658,0,1,0,0,0,0,0,0,0,0,0,0,0,2763000.0
ullagaram,791,0,2,0,0,0,0,0,0,0,0,0,0,0,3322000.0
nanmangalam,1118,0,3,0,0,0,0,0,0,0,0,0,0,0,5366000.0
nanmangalam,1146,0,3,0,0,0,0,0,0,0,0,0,0,0,5615000.0
ullagaram,939,0,2,0,0,0,0,0,0,0,0,0,0,0,4036999.0
nanmangalam,725,0,2,0,0,0,0,0,0,0,0,0,0,0,3479999.0
nanmangalam,805,0,2,0,0,0,0,0,0,0,1,0,0,0,3381000.0
nanmangalam,964,0,2,0,0,0,0,0,0,0,0,0,0,1,4338000.0
nanmangalam,1224,0,3,0,0,0,0,0,0,0,0,0,0,1,5691000.0
t nagar,1647,0,3,0,0,0,1,0,0,0,1,0,1,1,27900000.0
t nagar,1624,0,3,0,0,0,0,0,0,0,1,0,0,0,27599999.0
t nagar,1624,0,3,0,0,0,1,0,0,0,1,0,1,1,27599999.0
t nagar,1641,0,3,0,0,0,0,0,0,0,1,0,0,0,27799999.0
t nagar,1641,0,3,0,0,0,1,0,0,0,1,0,1,1,27799999.0
navallur,1531,0,3,0,0,0,1,0,1,0,1,1,1,1,7300000.0
navallur,1455,0,3,0,0,0,1,0,1,0,1,1,1,1,7000000.0
navallur,1455,0,3,0,0,0,1,0,1,0,1,1,1,1,7000000.0
kattupakkam,938,0,2,0,0,0,0,0,0,0,0,0,0,0,4500000.0
pallikaranai,1255,0,2,1,1,1,1,1,1,1,1,1,1,1,6325000.0
perumbakkam,1443,0,3,1,0,0,1,1,1,1,0,1,1,1,6493000.0
perumbakkam,1443,0,3,1,0,0,1,1,1,1,1,1,1,1,6493000.0
mogappair,1380,0,3,0,0,0,1,1,1,1,1,1,1,1,7173999.0
mogappair,1375,0,3,0,0,0,1,1,1,0,1,1,1,1,7148000.0
nungambakkam,1532,0,3,0,0,0,1,0,0,0,1,1,1,1,23700000.0
nungambakkam,1495,0,2,0,0,0,1,0,0,0,1,1,1,1,23100000.0
nungambakkam,1232,0,2,0,0,0,1,0,0,0,1,1,1,1,19000000.0
sholinganallur,1444,0,3,0,0,0,1,1,1,0,1,1,1,1,8303000.0
pallikaranai,2712,0,4,1,1,1,1,1,1,1,1,1,1,1,13600000.0
pallikaranai,1944,0,3,1,1,1,1,1,1,1,1,1,1,1,9797000.0
thalambur,1482,0,3,0,0,0,1,1,1,0,1,1,1,1,5557000.0
sholinganallur,2250,0,3,0,0,0,1,1,1,0,1,1,1,1,12900000.0
pallavaram,1618,0,3,0,0,1,1,1,1,1,1,1,1,1,11399999.0
pallavaram,1365,0,3,0,0,1,1,1,1,0,1,1,1,1,9691000.0
guduvancheri,1575,0,3,0,0,0,1,1,1,0,1,1,1,1,6536000.0
guduvancheri,1575,0,3,0,0,0,1,1,1,1,1,1,1,1,6536000.0
guduvancheri,1373,0,3,0,0,0,1,1,1,1,1,1,1,1,5697000.0
guduvancheri,1057,0,2,0,0,0,1,1,1,1,1,1,1,1,4386000.0
guduvancheri,938,0,2,0,0,0,0,0,0,0,0,0,0,0,3500000.0
perungalathur,1350,0,3,0,0,0,1,0,1,0,1,1,1,1,6066000.0
perungalathur,1350,0,3,0,0,0,1,0,1,0,1,1,1,1,6066000.0
perungalathur,1320,0,3,0,0,0,1,0,1,0,1,1,1,1,5932000.0
perungalathur,1038,0,3,0,0,0,1,0,1,0,1,1,1,1,4664000.0
perungalathur,1038,0,3,0,0,0,1,0,1,0,1,1,1,1,4664000.0
perungalathur,924,0,2,0,0,0,1,0,1,1,1,1,1,1,4152000.0
perungalathur,909,0,2,0,0,0,1,1,1,0,1,1,1,1,4085000.0
maduravoyal,875,0,2,0,0,0,0,0,0,0,0,0,0,0,4500000.0
egmore,1523,0,3,0,0,0,1,0,0,0,1,0,1,1,24300000.0
egmore,1594,0,3,0,0,0,1,0,0,0,1,0,1,1,25500000.0
mogappair,1270,0,2,0,0,1,1,1,0,0,1,1,1,1,8877000.0
mogappair,1190,0,2,0,0,1,1,1,0,0,1,1,1,1,8318000.0
pallavaram,1122,0,2,0,0,1,1,1,1,1,1,1,1,1,7966000.0
pallavaram,1653,0,3,0,0,1,1,1,1,1,1,1,1,1,11700000.0
pallavaram,1540,0,3,0,0,1,1,1,1,1,1,1,1,1,10900000.0
pallavaram,1345,0,3,0,0,1,1,1,1,0,1,1,1,1,9549000.0
pallavaram,1345,0,3,0,0,1,1,1,1,1,1,1,1,1,9549000.0
madipakkam,1282,0,3,0,0,0,1,0,0,0,1,1,1,1,7941000.0
madipakkam,1506,0,3,0,0,0,1,0,0,0,1,1,1,1,9329000.0
madipakkam,1506,0,3,0,0,0,1,0,0,0,1,1,1,1,9329000.0
perumbakkam,1546,0,4,1,0,0,1,1,1,1,1,1,1,1,6956999.0
kolathur,1859,0,3,0,0,0,1,1,1,1,1,1,1,1,9759000.0
kolathur,1355,0,2,0,0,0,1,1,1,1,1,1,1,1,7113000.0
guduvancheri,1024,0,2,0,0,0,1,1,1,1,1,0,1,1,3584000.0
guduvancheri,980,0,2,0,0,0,1,1,1,1,1,0,1,1,3429999.0
chromepet,1242,0,3,0,0,0,0,0,0,0,0,0,0,1,7450000.0
chromepet,1218,0,3,0,0,0,0,0,0,0,0,0,0,1,7306000.0
mugalivakkam,1025,0,2,0,0,0,1,0,0,0,0,0,0,0,5328000.0
kattupakkam,530,0,1,0,0,0,0,0,0,0,0,0,0,1,2385000.0
kattupakkam,930,0,2,0,0,0,0,0,0,0,0,0,0,1,4185000.0
perungudi,2000,1,4,0,0,0,0,0,0,0,1,0,0,0,9500000.0
sembakkam,925,0,2,0,0,0,0,0,0,0,0,0,0,1,5000000.0
sembakkam,845,0,2,0,0,0,0,0,0,0,0,0,0,1,4647000.0
tambaram west,1390,0,3,0,0,0,0,0,0,0,1,0,0,1,7645000.0
tambaram west,882,0,2,0,0,0,0,0,0,0,1,0,0,1,4851000.0
tambaram west,745,0,2,0,0,0,0,0,0,0,1,0,0,1,4000000.0
tambaram west,806,0,2,0,0,0,0,0,0,0,1,0,0,1,4433000.0
madambakkam,1140,0,3,0,0,0,0,0,0,0,0,0,0,1,5814000.0
madambakkam,821,0,2,0,0,0,0,0,0,0,0,0,0,1,3776000.0
madambakkam,750,0,2,0,0,0,0,0,0,0,0,0,0,1,3450000.0
selaiyur,948,0,2,0,0,0,0,0,0,0,0,0,0,1,4597000.0
selaiyur,810,0,2,0,0,0,0,0,0,0,0,0,0,1,3900000.0
selaiyur,740,0,2,0,0,0,0,0,0,0,0,0,0,1,3589000.0
chromepet,1050,0,3,0,0,0,0,0,0,0,0,0,0,1,6300000.0
chromepet,1210,0,3,0,0,0,0,0,0,0,0,0,0,1,7000000.0
chitlapakkam,1038,0,3,0,0,0,0,0,0,0,0,0,0,1,6228000.0
chitlapakkam,822,0,2,0,0,0,0,0,0,0,0,0,0,1,4932000.0
selaiyur,931,0,2,0,0,0,0,0,0,0,1,0,0,0,3490999.0
selaiyur,876,0,2,0,0,0,0,0,0,0,1,0,0,0,3285000.0
pallikaranai,1390,0,3,0,0,0,0,0,0,0,0,0,0,1,6392000.0
pallikaranai,1015,0,2,0,0,0,0,0,0,0,0,0,0,1,4667000.0
pallikaranai,755,0,2,0,0,0,0,0,0,0,0,0,0,1,3697999.0
kolapakkam,1371,0,3,0,0,0,0,0,0,0,0,0,0,0,6305000.0
kolapakkam,1260,0,3,0,0,0,0,0,0,0,0,0,0,0,5290000.0
chromepet,1320,0,3,0,0,0,0,0,0,0,1,0,0,1,7854000.0
chromepet,900,0,2,0,0,0,0,0,0,0,0,0,0,0,5220000.0
chromepet,900,0,2,0,0,0,0,0,0,0,1,0,0,1,5400000.0
chromepet,855,0,2,0,0,0,0,0,0,0,1,0,0,1,5130000.0
chromepet,802,0,2,0,0,0,0,0,0,0,1,0,0,1,4812000.0
iyyappanthangal,885,0,2,0,0,0,1,0,0,0,1,0,1,1,3804000.0
manapakkam,840,0,2,0,0,0,0,0,0,0,0,0,0,1,4115000.0
adambakkam,1355,0,3,0,0,0,0,0,0,0,0,0,0,0,10700000.0
adambakkam,1355,0,3,0,0,0,0,0,0,0,1,0,0,1,10700000.0
nanganallur,1400,0,3,0,0,0,0,0,0,0,0,0,0,1,12000000.0
manapakkam,574,0,1,0,0,0,0,0,0,0,0,0,0,0,3041000.0
manapakkam,849,0,2,0,0,0,0,0,0,0,0,0,0,0,4498000.0
manapakkam,917,0,2,0,0,0,0,0,0,0,0,0,0,0,4859000.0
madipakkam,1219,0,3,0,0,0,0,0,0,0,0,0,0,1,8045000.0
madipakkam,1214,0,3,0,0,0,0,0,0,0,0,0,0,1,8012000.0
madipakkam,940,0,2,0,0,0,0,0,0,0,0,0,0,1,6204000.0
mogappair,1380,1,3,0,0,0,1,1,1,1,1,1,1,1,7173999.0
mevalurkuppam,1424,1,3,0,0,0,1,1,1,1,1,1,1,1,5846000.0
navallur,1450,1,3,0,0,0,1,1,0,1,1,0,1,1,9425000.0
mogappair,925,1,2,0,0,0,1,1,1,1,1,1,1,1,5550000.0
mevalurkuppam,1194,1,2,0,0,0,1,1,1,1,1,1,1,1,4900000.0
navallur,2150,1,3,0,0,0,1,1,1,1,1,1,1,1,17500000.0
mogappair,940,1,2,0,0,0,1,1,1,1,1,1,1,1,4887000.0
navallur,1960,1,3,0,0,0,1,1,0,1,1,0,1,1,14200000.0
mogappair,1375,1,3,0,0,0,1,1,1,1,1,1,1,1,8250000.0
navallur,1980,1,3,0,0,0,1,1,0,1,1,0,1,1,16500000.0
iyyappanthangal,1200,1,2,0,0,0,0,0,0,0,0,0,0,0,11200000.0
mogappair,1080,1,2,0,0,0,1,1,1,1,1,1,1,1,6480000.0
mogappair,1065,1,2,0,0,0,1,1,1,1,1,1,1,1,6390000.0
chembarambakkam,1194,1,2,0,0,0,1,1,0,1,0,0,1,1,4900000.0
teynampet,2923,1,4,0,0,0,1,1,1,1,1,1,1,1,75000000.0
thalambur,990,1,2,1,1,1,1,1,1,1,1,1,1,1,4217000.0
iyyappanthangal,1340,1,2,1,1,1,1,1,1,1,1,1,1,1,9500000.0
guduvancheri,1033,0,2,0,0,0,1,1,1,1,1,0,1,1,3615000.0
perungudi,670,0,1,0,0,0,1,1,1,1,1,1,1,1,4900000.0
padur,2080,1,3,1,1,1,1,1,1,1,1,1,1,1,9000000.0
thiruvanmiyur,1818,0,3,0,0,0,1,0,0,0,1,0,1,1,24500000.0
thiruvanmiyur,1667,0,3,0,0,0,1,0,0,0,1,0,1,1,22500000.0
navallur,2451,1,4,0,0,0,1,1,0,1,1,0,1,1,21000000.0
egmore,1651,1,3,0,0,0,1,1,1,1,1,1,1,1,26500000.0
navallur,6000,1,4,0,0,0,1,1,0,1,1,0,1,1,40000000.0
sholinganallur,1915,1,3,0,0,0,1,1,0,1,1,1,1,1,9400000.0
mannivakkam,1100,1,3,0,0,0,1,1,0,1,1,1,1,1,3135000.0
egmore,1631,1,3,0,0,0,1,1,1,1,1,1,1,1,26000000.0
thaiyur,1140,1,2,0,0,0,1,1,1,1,1,1,1,1,4700000.0
siruseri,1135,0,2,1,0,1,1,1,1,1,1,1,1,1,5221000.0
perumbakkam,910,0,1,0,0,0,0,0,0,0,1,0,0,0,3822000.0
mevalurkuppam,1150,0,3,0,0,0,1,1,1,1,1,1,1,1,4400000.0
mevalurkuppam,860,0,2,0,0,0,1,1,1,1,1,1,1,1,3200000.0
egmore,1636,1,3,0,0,0,1,1,1,1,1,1,1,1,26500000.0
thoraipakkam,2107,1,3,0,0,0,1,1,1,1,1,1,1,1,11700000.0
mogappair,1080,1,2,0,0,0,1,1,1,1,1,1,1,1,6480000.0
mevalurkuppam,1150,0,3,0,0,0,1,1,1,1,1,1,1,1,3795000.0
mevalurkuppam,1220,1,2,0,0,0,1,1,1,1,1,1,1,1,5000000.0
navallur,1695,1,3,0,0,0,1,1,0,1,1,0,1,1,11000000.0
navallur,2150,1,3,0,0,0,1,1,0,1,1,0,1,1,13899999.0
mogappair,2580,0,4,0,0,1,1,1,0,1,1,1,1,1,15700000.0
mevalurkuppam,1405,0,3,0,0,0,1,1,1,1,1,1,1,1,4636000.0
mogappair,1085,1,2,0,0,0,1,1,1,1,1,1,1,1,6509999.0
mogappair,1380,1,3,0,0,0,1,1,1,1,1,1,1,1,8280000.0
pallikaranai,1244,1,2,0,0,0,1,1,0,1,0,0,1,1,7500000.0
injambakkam,1290,0,2,0,0,0,1,1,1,1,1,1,1,0,11399999.0
perumbakkam,1546,0,4,1,0,0,1,1,1,1,0,1,1,1,7751000.0
mogappair,1970,0,3,0,0,1,1,1,0,1,1,1,1,1,11900000.0
aminjikarai,2052,0,4,0,0,0,1,1,1,1,1,1,1,1,25600000.0
aminjikarai,1581,0,2,0,0,0,1,1,1,1,1,1,1,1,19700000.0
thalambur,1145,0,3,1,1,1,1,1,1,1,1,1,1,1,3950000.0
iyyappanthangal,841,0,2,0,0,0,0,0,0,0,0,0,0,1,3784000.0
iyyappanthangal,810,0,2,0,0,0,0,0,0,0,0,0,0,1,3645000.0
iyyappanthangal,738,0,2,0,0,0,0,0,0,0,0,0,0,1,3321000.0
nanganallur,1230,0,2,0,0,0,0,0,0,0,0,0,0,1,10300000.0
pallikaranai,1243,0,2,1,1,1,1,1,1,0,1,1,1,1,8108000.0
pallikaranai,2712,0,4,1,1,1,1,1,1,0,1,1,1,1,17600000.0
pallikaranai,1944,0,3,1,1,1,1,1,1,0,1,1,1,1,12600000.0
pallikaranai,1922,0,3,1,1,1,1,1,1,0,1,1,1,1,12000000.0
pallikaranai,2691,0,4,1,1,1,1,1,1,0,1,1,1,1,16500000.0
pallikaranai,1255,0,2,1,1,1,1,1,1,0,1,1,1,1,8200000.0
selaiyur,1020,0,3,0,0,0,0,0,0,0,0,0,0,0,5100000.0
selaiyur,820,0,2,0,0,0,0,0,0,0,1,0,0,1,4104999.0
sholinganallur,1444,0,3,0,0,0,1,1,1,0,1,1,1,1,8303000.0
kolapakkam,1255,0,3,0,0,0,0,0,0,0,0,0,0,1,5647000.0
ambattur,1235,0,3,0,0,0,0,0,0,0,0,0,0,1,6934999.0
ambattur,1235,0,2,0,0,0,0,0,0,0,0,0,0,1,6934999.0
kolapakkam,862,0,2,0,0,0,0,0,0,0,0,0,0,1,3879999.0
thiruvanmiyur,1975,0,3,0,0,0,1,0,0,0,0,0,0,0,28700000.0
thiruvanmiyur,2015,0,3,0,0,0,1,0,0,0,0,0,0,0,29400000.0
kovilambakkam,1230,0,2,0,0,0,1,1,1,0,0,0,1,1,7748999.0
kovilambakkam,1254,0,2,0,0,0,1,1,1,0,0,0,1,1,7900000.0
kovilambakkam,1228,0,2,0,0,0,1,1,1,0,0,0,1,1,7736000.0
kovilambakkam,1552,0,3,0,0,0,1,1,1,0,0,0,1,1,9777000.0
kovilambakkam,1222,0,2,0,0,0,1,1,1,0,0,0,1,1,7698000.0
kovilambakkam,1189,0,2,0,0,0,1,1,1,0,0,0,1,1,7490000.0
kovilambakkam,1562,0,3,0,0,0,1,1,1,0,0,0,1,1,9840000.0
kovilambakkam,1501,0,3,0,0,0,1,1,1,0,0,0,1,1,9456000.0
kattankulathur,1220,0,3,0,0,0,0,0,0,0,0,0,0,0,5063000.0
kattankulathur,835,0,2,0,0,0,0,0,0,0,0,0,0,0,3422000.0
kattankulathur,845,0,1,0,0,0,0,0,0,0,0,0,0,0,3461000.0
manapakkam,1092,0,3,0,0,0,0,0,0,0,0,0,0,1,6434000.0
iyyappanthangal,775,0,2,0,0,0,0,0,0,0,0,0,0,0,4275000.0
manapakkam,1092,0,3,0,0,0,0,0,0,0,0,0,0,1,6334000.0
sholinganallur,4736,0,4,0,0,0,1,1,1,0,1,1,1,1,27200000.0
sholinganallur,4452,0,4,0,0,0,1,1,1,0,1,1,1,1,25500000.0
sholinganallur,4451,0,4,0,0,0,1,1,1,0,1,1,1,1,25500000.0
sholinganallur,4690,0,4,0,0,0,1,1,1,0,1,1,1,1,26900000.0
sholinganallur,1605,0,3,0,0,0,1,1,1,0,1,1,1,1,9228000.0
sholinganallur,1606,0,3,0,0,0,1,1,1,0,1,1,1,1,9234000.0
sholinganallur,1453,0,3,0,0,0,1,1,1,0,1,1,1,1,8354000.0
sholinganallur,1658,0,3,0,0,0,1,1,1,0,1,1,1,1,9533000.0
sholinganallur,1660,0,3,0,0,0,1,1,1,0,1,1,1,1,9545000.0
sholinganallur,1551,0,3,0,0,0,1,1,1,0,1,1,1,1,7598999.0
sholinganallur,4297,0,4,0,0,0,1,1,1,0,1,1,1,1,24700000.0
sholinganallur,1594,0,3,0,0,0,1,1,1,0,1,1,1,1,7809999.0
mogappair,1190,0,2,0,0,1,1,1,0,0,0,1,1,0,7900000.0
mogappair,1270,0,2,0,0,1,1,1,0,0,0,1,1,0,8430000.0
sholinganallur,4682,0,4,0,0,0,1,1,1,0,1,1,1,1,26900000.0
sholinganallur,4105,0,4,0,0,0,1,1,1,0,1,1,1,1,23600000.0
mogappair,1970,0,3,0,0,1,1,1,0,0,0,1,1,0,13000000.0
mogappair,2580,0,4,0,0,1,1,1,0,0,0,1,1,0,17100000.0
mogappair,1880,0,3,0,0,1,1,1,0,0,0,1,1,0,12400000.0
mogappair,1390,0,3,0,0,1,1,1,0,0,0,1,1,0,9226000.0
mogappair,1850,0,3,0,0,1,1,1,0,0,0,1,1,0,12200000.0
sembakkam,950,0,2,0,0,0,0,0,0,0,1,0,0,1,5339000.0
rajakilpakkam,888,0,2,0,0,0,0,0,0,0,1,0,0,1,4880000.0
rajakilpakkam,755,0,2,0,0,0,0,0,0,0,1,0,0,1,3472999.0
kovilambakkam,745,0,2,0,0,0,0,0,0,0,1,0,0,1,3650000.0
vellakkal,920,0,2,0,0,0,0,0,0,0,1,0,0,1,4400000.0
nanmangalam,809,0,2,0,0,0,0,0,0,0,1,0,0,1,3882000.0
manikandan nagar,809,0,2,0,0,0,0,0,0,0,1,0,0,1,3883000.0
